Entry_id,age,pay_schedule,home_owner,income,months_employed,years_employed,current_address_year,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_4,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month,e_signed
1656355,41,semi-monthly,0,5010,0,6,1,4,8,1,3000,80700,0.759541176,0.983311636,0.598729688,0.868845894,0.546637,0.746637,3,1
3800876,38,bi-weekly,0,2580,0,2,0,2,3,1,700,55800,0.657710084,0.967599659,0.592947656,0.835654346,0.614114,0.714114,6,1
5208972,35,bi-weekly,0,2450,0,4,1,6,4,1,500,30900,0.640714286,0.803712516,0.494575781,0.632423496,0.609751,0.609751,12,1
1277624,27,weekly,1,2490,8,8,8,4,2,1,600,42750,0.72964958,0.914740079,0.658280469,0.844270971,0.650844,0.550844,20,1
2124770,24,bi-weekly,0,2050,0,6,1,6,4,1,500,61750,0.782109244,0.866549201,0.475089063,0.699022223,0.719201,0.819201,6,1
3381898,50,bi-weekly,0,3275,0,4,2,4,2,1,500,53150,0.719666387,0.824968576,0.644135938,0.728906596,0.713543,0.613543,2,0
2329716,39,bi-weekly,0,3285,0,1,1,2,1,1,1000,68700,0.572105042,0.898994433,0.461496094,0.546822844,0.583027,0.583027,5,0
6378268,30,bi-weekly,0,2730,0,2,1,2,4,0,700,60750,0.665710924,0.757541749,0.67126875,0.653286511,0.628742,0.628742,4,1
9234410,38,monthly,1,3680,0,10,9,1,3,0,2700,77750,0.519691597,0.865415694,0.187145313,0.432533194,0.499137,0.599137,2,1
2690012,37,bi-weekly,0,3266,0,2,2,5,1,1,400,65400,0.706912605,0.905773029,0.590674219,0.889715754,0.878984,0.578984,5,1
6428253,34,monthly,0,3075,0,2,0,2,2,0,700,71500,0.622881513,0.773264949,0.628885938,0.667263071,0.488685,0.588685,21,1
6892812,55,monthly,0,3670,0,2,2,6,4,1,900,42750,0.686006723,0.939385437,0.425235156,0.693752134,0.849046,0.649046,10,0
1533395,75,monthly,0,3095,5,3,3,4,2,0,700,53150,0.619986555,0.929464446,0.670602344,0.645893498,0.729224,0.629224,13,0
1425120,55,weekly,0,2055,2,3,1,0,0,1,800,70800,0.694332773,0.793454839,0.785682812,0.711058116,0.693139,0.493139,6,1
9371990,45,monthly,0,2760,0,3,2,2,5,1,400,79450,0.743087395,0.868760101,0.494332813,0.556877855,0.642256,0.842256,6,0
8502509,41,bi-weekly,0,3185,0,6,8,6,4,1,800,51700,0.758644538,0.849569043,0.436085156,0.611954947,0.702959,0.702959,7,1
8358375,53,bi-weekly,1,5250,0,2,0,11,1,1,700,74800,0.798928571,0.8552478,0.38141875,0.557789147,0.696058,0.596058,12,0
7793931,46,weekly,1,3230,10,2,3,11,4,0,400,87050,0.721967227,0.867716376,0.687588281,0.758423885,0.581619,0.681619,3,0
2186969,36,bi-weekly,0,2225,0,1,2,6,3,1,550,40750,0.75072521,0.901373676,0.649128906,0.808673271,0.699652,0.499652,5,1
7130906,31,bi-weekly,1,1735,0,6,6,2,4,0,400,82450,0.749821008,0.891273119,0.401067969,0.588121892,0.753672,0.453672,4,0
6978621,19,weekly,0,2205,10,0,1,6,4,1,900,60200,0.749763025,0.903449901,0.685808594,0.899677497,0.604733,0.804733,8,0
8739167,29,monthly,1,1505,4,2,1,6,2,1,1100,50250,0.705418487,0.821657838,0.536471094,0.576667,0.459751,0.559751,3,0
8915558,56,weekly,0,1520,5,3,2,7,4,1,900,64350,0.68090084,0.863238463,0.759571875,0.701133168,0.802997,0.502997,3,1
5296882,29,bi-weekly,1,2245,6,1,3,2,5,1,400,73950,0.678409244,0.896828425,0.644570313,0.903404808,0.755601,0.555601,5,0
9260893,38,weekly,1,5020,0,6,2,6,4,1,400,48500,0.672515966,0.919173101,0.677583594,0.809121643,0.655638,0.755638,4,0
6128590,55,weekly,0,4165,0,3,0,3,2,1,425,52700,0.677441176,0.872183067,0.610830469,0.843005431,0.770093,0.470093,6,1
6989789,51,bi-weekly,0,3625,10,6,4,9,6,1,500,46500,0.674942017,0.828436434,0.465709375,0.786422355,0.467866,0.567866,6,1
2350369,46,bi-weekly,0,2645,0,3,2,5,3,1,900,66850,0.731947899,0.877693482,0.697466406,0.888906288,0.571061,0.871061,10,0
5770277,44,bi-weekly,0,3780,0,2,1,2,3,1,700,53200,0.719961345,0.858592207,0.416525781,0.711633984,0.435311,0.635311,8,1
9706797,32,bi-weekly,0,1700,0,6,2,2,3,1,400,64700,0.723157983,0.973222302,0.711921094,0.914691132,0.917182,0.917182,6,0
9129594,30,weekly,1,3100,0,1,2,3,2,0,700,51950,0.732693277,0.952897737,0.561872656,0.812260251,0.594795,0.794795,4,1
9663676,28,semi-monthly,0,2730,5,1,0,4,2,1,700,59150,0.769809244,0.846370533,0.59450625,0.80745137,0.831974,0.531974,8,1
6691564,39,weekly,1,3493,0,3,2,5,3,1,1700,48650,0.654668908,0.873215568,0.722728125,0.853409557,0.598458,0.498458,3,0
6307249,39,bi-weekly,0,2297,0,3,3,4,2,1,1000,52800,0.66909916,0.851858502,0.588920313,0.823413946,0.626669,0.726669,8,1
4939789,40,weekly,0,2620,6,0,2,2,3,1,1100,52650,0.809315966,0.873137008,0.635167969,0.838481489,0.718203,0.618203,4,0
4488789,23,weekly,0,3025,5,1,1,6,4,1,1050,81800,0.687923529,0.888938768,0.628210156,0.843768691,0.518471,0.818471,5,1
8546747,66,weekly,1,1725,2,2,4,9,3,1,1200,35050,0.717076471,0.955153528,0.840014844,0.862377008,0.747443,0.747443,7,0
3265474,34,bi-weekly,1,2550,0,2,8,2,3,1,700,79900,0.630007563,0.8574587,0.440982813,0.674343763,0.500856,0.400856,4,1
6587812,34,bi-weekly,1,2015,0,5,5,2,8,1,1600,51100,0.702705042,0.741829772,0.408722656,0.42205548,0.519602,0.619602,11,0
6943764,19,bi-weekly,0,3115,6,1,0,2,3,1,900,61650,0.668842017,0.729664213,0.521530469,0.48575861,0.480691,0.580691,7,1
4867078,24,bi-weekly,1,4710,4,10,3,7,2,1,450,37650,0.606261345,0.87993805,0.488201562,0.660632462,0.805874,0.605874,4,1
8125443,40,bi-weekly,1,3290,0,6,7,1,4,1,800,76550,0.561035294,0.944985635,0.505689062,0.684041959,0.533181,0.733181,8,1
6765716,40,monthly,0,3975,0,2,4,7,3,1,400,44850,0.639662185,0.858580984,0.523305469,0.598809246,0.526376,0.626376,5,1
5309894,30,semi-monthly,0,1670,0,3,3,3,3,1,600,49800,0.712010924,0.768775813,0.586407813,0.522543984,0.737837,0.637837,3,1
5700559,42,bi-weekly,1,3275,0,3,1,1,3,1,500,52250,0.540286555,0.911362004,0.4591375,0.730014692,0.432098,0.432098,4,1
1463246,52,bi-weekly,1,7180,3,1,0,3,3,1,900,46450,0.664357983,0.891183336,0.611907813,0.789874995,0.42626,0.62626,6,1
6531677,51,bi-weekly,0,2695,0,4,2,2,4,1,800,90100,0.799594958,0.916928533,0.529626563,0.724750593,0.860756,0.560756,5,0
1437389,52,bi-weekly,1,2510,2,9,10,2,3,1,1200,65100,0.747784034,0.973110074,0.399471875,0.733720611,0.764822,0.564822,8,0
8221640,42,weekly,1,5080,5,0,9,7,4,1,600,62900,0.757684034,0.89573981,0.521601563,0.744029757,0.613088,0.813088,6,0
8072627,58,bi-weekly,0,2010,0,3,2,1,4,1,600,61200,0.697792437,0.890038607,0.715008594,0.821047155,0.766375,0.566375,6,1
9167945,45,bi-weekly,1,5350,0,10,7,2,8,1,500,62300,0.671522689,0.88001661,0.549244531,0.829295841,0.730506,0.830506,4,0
6056016,66,bi-weekly,1,5215,6,2,10,0,0,1,500,66900,0.693362185,0.911507901,0.436619531,0.848158293,0.746519,0.546519,6,0
5229552,48,bi-weekly,0,3030,0,6,1,2,3,1,600,66900,0.738934454,0.950686838,0.672674219,0.825322952,0.66585,0.56585,7,1
2158204,58,bi-weekly,0,3603,5,4,4,3,1,1,2400,49750,0.641662185,0.930452056,0.695925781,0.896707457,0.587291,0.787291,6,1
7260833,34,weekly,1,5642,0,3,2,2,3,1,600,43750,0.803233613,0.876616089,0.642676562,0.723464517,0.689468,0.789468,9,0
9209967,42,bi-weekly,1,5997,1,4,1,1,3,1,400,71400,0.70384958,0.9002065,0.545459375,0.922511126,0.82076,0.72076,4,1
6493200,43,bi-weekly,1,6510,0,5,5,4,1,1,400,36400,0.840823529,0.901328784,0.626827344,0.631943464,0.865257,0.665257,3,0
5034378,57,bi-weekly,0,3090,0,5,9,6,2,1,600,64650,0.557751261,0.880083947,0.558548437,0.527389659,0.611548,0.511548,6,0
7634553,43,bi-weekly,1,5125,0,2,2,3,1,1,1200,67800,0.601426891,0.941753457,0.698257031,0.846284369,0.84536,0.84536,6,1
9907762,49,bi-weekly,1,1795,0,2,9,6,3,1,400,54000,0.673889916,0.851813611,0.584788281,0.642858426,0.839947,0.539947,8,1
2898121,33,bi-weekly,1,3890,0,3,3,2,3,1,1150,87200,0.685251261,0.859804274,0.698802344,0.847363373,0.610753,0.610753,4,0
5450058,32,bi-weekly,0,2580,0,1,2,2,2,1,800,65900,0.68807563,0.93955378,0.761851563,0.891258532,0.590035,0.690035,6,0
4296677,54,bi-weekly,1,6585,0,3,3,6,4,1,600,77550,0.572778151,0.902350063,0.517760156,0.695584129,0.514053,0.514053,6,1
3509870,36,monthly,0,4610,5,1,1,2,2,1,400,48900,0.680262185,0.921451338,0.677669531,0.794716392,0.674146,0.874146,6,0
1217055,50,semi-monthly,0,3730,0,5,5,2,7,1,800,63300,0.696254622,0.858693212,0.385369531,0.643619975,0.571983,0.671983,8,0
8890758,51,weekly,1,2690,0,9,9,6,1,1,1350,87550,0.721842857,0.88898366,0.70815,0.777652564,0.53035,0.83035,4,1
7333173,32,weekly,1,3570,0,2,9,2,2,1,600,68800,0.697678151,0.857492368,0.466367188,0.763151477,0.734508,0.734508,5,1
4358036,31,bi-weekly,0,2615,0,4,2,1,8,1,550,37650,0.669201681,0.89352891,0.447066406,0.595644968,0.693857,0.693857,8,1
9918925,38,semi-monthly,0,4025,0,2,5,5,2,1,1200,68800,0.786290756,0.92497531,0.614777344,0.908365143,0.892625,0.892625,7,0
3232246,53,weekly,0,4700,0,3,2,4,2,1,600,53850,0.735481513,0.803712516,0.776121094,0.807818454,0.851677,0.551677,6,1
7145455,51,weekly,0,2615,0,5,9,2,3,1,1200,77850,0.764833613,0.860960226,0.710890625,0.74016725,0.470179,0.670179,5,0
5314468,40,semi-monthly,0,7060,2,1,4,2,4,1,3300,66150,0.809084874,0.901227779,0.678172656,0.671674064,0.7812,0.5812,9,0
5059582,60,weekly,1,4205,0,1,10,3,8,1,5100,76050,0.725410924,0.859793051,0.672164844,0.815878891,0.72771,0.62771,4,0
8766703,21,bi-weekly,0,3170,6,1,2,6,3,1,400,37400,0.526369748,0.880083947,0.535735156,0.771858804,0.68547,0.68547,8,1
2867893,43,weekly,1,3090,2,3,5,3,3,1,500,33700,0.440014286,0.921406446,0.729451563,0.795038125,0.833839,0.633839,3,1
9143159,48,bi-weekly,1,4115,0,1,3,2,7,1,1200,56600,0.348421008,0.872171844,0.916398437,0.949258602,0.753471,0.553471,15,1
1510487,39,bi-weekly,1,5657,0,3,3,1,4,1,800,46650,0.532805882,0.910250943,0.443909375,0.767458078,0.560461,0.460461,14,1
7076563,36,bi-weekly,1,3570,0,4,2,1,2,1,600,82150,0.69042605,0.97432214,0.585391406,0.850104093,0.591404,0.691404,14,1
6737150,27,bi-weekly,0,905,6,1,0,3,3,1,700,46000,0.768494958,0.873137008,0.630617188,0.794908062,0.704379,0.504379,4,1
7076383,35,bi-weekly,1,3015,0,2,4,4,3,1,700,34000,0.656592437,0.758664033,0.392624219,0.663763369,0.745902,0.445902,5,0
3403384,47,bi-weekly,0,2735,0,2,2,1,3,1,800,74900,0.794827731,0.964232807,0.545372656,0.84426926,0.859613,0.559613,3,1
6966205,73,weekly,1,3125,0,3,2,2,4,0,700,85650,0.819264706,0.894561411,0.744739844,0.919094424,0.576862,0.476862,3,0
4146169,51,weekly,1,3145,3,8,6,8,5,1,900,32450,0.469731933,0.938364159,0.620603125,0.748212286,0.476065,0.476065,14,0
1480841,50,bi-weekly,0,3511,0,2,2,1,3,0,1100,58300,0.790939496,0.873282905,0.618242969,0.787432049,0.785556,0.685556,7,0
2305888,24,monthly,0,3420,2,1,0,5,2,1,800,51500,0.717091597,0.838402316,0.57060625,0.687845424,0.442011,0.542011,6,0
6178313,54,bi-weekly,0,3770,6,2,2,5,2,1,400,60000,0.716548739,0.957353205,0.486951563,0.692655161,0.501789,0.801789,15,0
7114507,41,bi-weekly,1,2555,0,4,4,4,1,1,1200,79850,0.649852101,0.846381756,0.30328125,0.572257718,0.630824,0.530824,8,1
1579189,54,bi-weekly,0,5370,0,3,1,2,7,1,900,68850,0.645037815,0.843968845,0.485077344,0.73486379,0.670783,0.570783,10,0
6850850,41,bi-weekly,1,3240,0,3,0,1,4,0,400,74900,0.787080672,0.931697791,0.782076563,0.92390245,0.514575,0.614575,9,1
2414485,33,bi-weekly,0,3710,0,4,4,5,2,1,400,55850,0.758047059,0.869770156,0.474738281,0.660160986,0.376234,0.376234,5,0
7121524,27,bi-weekly,0,1650,0,1,2,2,2,1,700,50650,0.801413445,0.906996319,0.627303906,0.839301223,0.711301,0.711301,6,0
8942205,49,weekly,0,3675,0,3,3,3,2,1,1100,62850,0.622810924,0.813689621,0.620900781,0.779937211,0.659076,0.759076,6,1
7173341,25,weekly,1,2110,0,3,1,2,3,1,450,42500,0.658041176,0.894494074,0.614758594,0.616768107,0.47676,0.47676,3,1
2165757,28,weekly,0,1515,0,1,0,4,3,1,700,73100,0.713829412,0.849771054,0.556522656,0.640233222,0.719347,0.519347,6,1
5164540,61,monthly,1,3190,1,12,1,3,2,1,500,78550,0.6625,0.867682708,0.595289844,0.786476262,0.515653,0.715653,4,1
5565421,30,bi-weekly,0,4240,1,5,7,6,4,0,600,77650,0.776567227,0.882306069,0.54478125,0.784467998,0.428614,0.728614,3,1
5557139,45,bi-weekly,1,3140,6,0,3,2,3,0,1100,64950,0.669587395,0.855281469,0.566850781,0.738141017,0.501449,0.801449,10,1
9530482,47,bi-weekly,0,2125,0,5,2,2,4,1,600,75150,0.641064706,0.789021817,0.691877344,0.604913616,0.739683,0.739683,14,1
3317660,44,bi-weekly,0,2190,0,5,2,6,3,1,400,75400,0.804010924,0.882137727,0.743476562,0.930443213,0.830859,0.830859,3,0
8249366,36,semi-monthly,1,3180,1,0,4,2,11,1,1000,69300,0.717784034,0.930553062,0.402338281,0.723803363,0.60736,0.70736,5,1
7991945,46,bi-weekly,1,6200,0,2,2,2,3,1,2100,85950,0.763405882,0.793555845,0.5261125,0.697599239,0.599832,0.299832,8,1
5023921,53,bi-weekly,1,3026,5,1,5,1,6,0,1200,34800,0.740932773,0.791378614,0.649696094,0.469209897,0.754758,0.754758,6,0
1128751,36,bi-weekly,0,2590,0,2,2,6,3,1,400,72700,0.797,0.905705692,0.701742188,0.80732473,0.882796,0.782796,7,1
8962654,38,weekly,1,3680,0,3,5,2,6,1,700,52250,0.626717647,0.889006105,0.442100781,0.564956262,0.578814,0.478814,5,1
4172378,29,bi-weekly,0,4235,0,1,10,6,3,1,3100,89700,0.63872437,0.9024174,0.479140625,0.5389575,0.755694,0.655694,3,0
2542984,47,weekly,1,2590,0,1,0,1,4,0,900,44300,0.708597479,0.859882834,0.614434375,0.764351986,0.54808,0.54808,14,0
6367942,56,bi-weekly,1,5115,0,7,10,2,3,1,2100,94300,0.678376471,0.800323218,0.436839844,0.646738047,0.666009,0.666009,4,1
4063282,25,bi-weekly,0,1692,0,5,7,1,8,1,1100,78500,0.632421849,0.862127402,0.426011719,0.59031327,0.717123,0.617123,4,1
4674730,53,weekly,0,3155,5,0,5,7,3,1,400,86100,0.663886555,0.958576495,0.848815625,0.943659935,0.819353,0.719353,3,1
4882214,57,weekly,1,3110,0,5,3,4,8,1,2200,48850,0.581660504,0.879870713,0.537958594,0.687217361,0.603261,0.503261,20,0
4814727,30,bi-weekly,1,3110,0,3,3,3,3,1,400,46500,0.814336134,0.896862094,0.577696094,0.716172473,0.66486,0.66486,6,1
2089071,51,bi-weekly,0,5130,0,5,1,7,2,1,1100,74150,0.749688235,0.952942629,0.467841406,0.692116087,0.700157,0.600157,3,0
2854739,53,bi-weekly,0,2145,0,3,2,5,3,1,2600,77650,0.683687395,0.97874394,0.602149219,0.859920371,0.750879,0.550879,4,0
7529264,57,weekly,0,1670,0,3,1,1,1,1,400,58100,0.587372269,0.796967588,0.729928906,0.753881118,0.40137,0.40137,10,0
7845724,45,weekly,1,3195,3,2,1,7,3,1,800,79250,0.815942017,0.877659813,0.729978906,0.742636722,0.449597,0.649597,6,0
8548317,40,bi-weekly,0,3740,0,3,2,2,5,1,1100,65900,0.579020168,0.776788921,0.525936719,0.592315545,0.51876,0.61876,5,0
4427192,70,semi-monthly,0,3185,0,5,6,3,2,1,500,41650,0.813632773,0.886817651,0.774267187,0.883667003,0.838386,0.638386,7,0
2903292,36,bi-weekly,0,1875,0,1,5,9,2,1,600,48250,0.622852101,0.846392979,0.341408594,0.629307136,0.512552,0.612552,2,0
9379150,43,bi-weekly,1,4680,10,1,4,1,3,0,800,33400,0.728820168,0.887771593,0.3033,0.550052153,0.626176,0.526176,5,0
1876676,48,bi-weekly,0,2650,0,4,1,2,3,0,400,62250,0.66174958,0.975264859,0.512859375,0.829710842,0.741728,0.841728,5,0
4763821,42,bi-weekly,0,2500,0,8,0,1,3,1,800,31400,0.676947899,0.897905818,0.575340625,0.739675238,0.547635,0.547635,7,0
6202768,56,bi-weekly,0,4490,7,1,0,3,2,1,1100,54350,0.678770588,0.820389657,0.620558594,0.548039611,0.446509,0.546509,5,0
